row_index;Груз;Год;Вид сообщения;Направление;Погрузка, млн. т;Погрузка базовая, млн. т;Грузооборот, млрд. ткм;Грузооборот базовый, млрд. ткм;Средняя дальность;Грузооборот 2019;Индекс грузооборота
0;Уголь каменный;2019;внутрироссийское;в целом;163,7;163,7;179,1;179,1;1088;179,1;1
1;Кокс каменноугольный;2019;внутрироссийское;в целом;7,1;7,1;18,5;18,5;2596;18,5;1
2;Нефть и нефтепродукты;2019;внутрироссийское;в целом;133,9;133,9;211,1;211,1;1524;211,1;1
3;Руды металлические;2019;внутрироссийское;в целом;116,5;116,5;115,9;115,9;991;115,9;1
4;Черные металлы;2019;внутрироссийское;в целом;44,8;44,8;65,9;65,9;1170;65,9;1
5;Лесные грузы;2019;внутрироссийское;в целом;19,3;19,3;17,0;17,0;856;17,0;1
6;Минерально-строительные материалы;2019;внутрироссийское;в целом;189,3;189,3;186,9;186,9;883;186,9;1
7;Химические и минеральные удобрения;2019;внутрироссийское;в целом;24,8;24,8;45,8;45,8;1829;45,8;1
8;Зерно и продукты перемола;2019;внутрироссийское;в целом;11,7;11,7;27,3;27,3;2273;27,3;1
9;Прочие;2019;внутрироссийское;в целом;88,6;88,6;149,5;149,5;2059;149,5;1
10;Уголь каменный;2020;внутрироссийское;в целом;153,6;153,6;157,8;157,8;1021;179,1;0,88089425
11;Кокс каменноугольный;2020;внутрироссийское;в целом;7,4;7,4;20,4;20,4;2746;18,5;1,104408489
12;Нефть и нефтепродукты;2020;внутрироссийское;в целом;117,8;117,8;185,0;185,0;1516;211,1;0,876353292
13;Руды металлические;2020;внутрироссийское;в целом;110,8;110,8;109,6;109,6;984;115,9;0,945582561
14;Черные металлы;2020;внутрироссийское;в целом;38,0;38,0;62,6;62,6;1242;65,9;0,951023407
15;Лесные грузы;2020;внутрироссийское;в целом;20,7;20,7;18,1;18,1;858;17,0;1,067165018
16;Минерально-строительные материалы;2020;внутрироссийское;в целом;192,9;192,9;192,7;192,7;892;186,9;1,031270504
17;Химические и минеральные удобрения;2020;внутрироссийское;в целом;26,4;26,4;48,8;48,8;1828;45,8;1,064756146
18;Зерно и продукты перемола;2020;внутрироссийское;в целом;13,1;13,1;25,4;25,4;1918;27,3;0,931570599
19;Прочие;2020;внутрироссийское;в целом;88,9;88,9;147,8;147,8;2064;149,5;0,988143848
20;Уголь каменный;2021;внутрироссийское;в целом;156,6;156,6;167,5;167,5;1067;179,1;0,935368636
21;Кокс каменноугольный;2021;внутрироссийское;в целом;7,9;7,9;21,4;21,4;2715;18,5;1,157490587
22;Нефть и нефтепродукты;2021;внутрироссийское;в целом;126,1;126,1;197,6;197,6;1532;211,1;0,936115165
23;Руды металлические;2021;внутрироссийское;в целом;112,1;112,1;107,3;107,3;954;115,9;0,925165043
24;Черные металлы;2021;внутрироссийское;в целом;39,6;39,6;63,1;63,1;1243;65,9;0,957717063
25;Лесные грузы;2021;внутрироссийское;в целом;22,4;22,4;19,3;19,3;848;17,0;1,140488286
26;Минерально-строительные материалы;2021;внутрироссийское;в целом;191,4;191,4;192,2;192,2;913;186,9;1,028832118
27;Химические и минеральные удобрения;2021;внутрироссийское;в целом;26,3;26,3;49,5;49,5;1867;45,8;1,079000425
28;Зерно и продукты перемола;2021;внутрироссийское;в целом;13,0;13,0;27,3;27,3;2066;27,3;0,998836083
29;Прочие;2021;внутрироссийское;в целом;97,3;97,3;161,6;161,6;2116;149,5;1,080936618
30;Уголь каменный;2022;внутрироссийское;в целом;157,3;157,3;175,5;175,5;1111;179,1;0,980012243
31;Кокс каменноугольный;2022;внутрироссийское;в целом;7,4;7,4;20,1;20,1;2695;18,5;1,087930738
32;Нефть и нефтепродукты;2022;внутрироссийское;в целом;129,0;129,0;213,2;213,2;1612;211,1;1,009970995
33;Руды металлические;2022;внутрироссийское;в целом;114,8;114,8;117,1;117,1;1015;115,9;1,009993996
34;Черные металлы;2022;внутрироссийское;в целом;42,4;42,4;74,9;74,9;1398;65,9;1,13767361
35;Лесные грузы;2022;внутрироссийское;в целом;21,5;21,5;19,7;19,7;891;17,0;1,163021225
36;Минерально-строительные материалы;2022;внутрироссийское;в целом;193,0;193,0;215,4;215,4;1018;186,9;1,152907281
37;Химические и минеральные удобрения;2022;внутрироссийское;в целом;30,8;30,8;56,8;56,8;1813;45,8;1,240128206
38;Зерно и продукты перемола;2022;внутрироссийское;в целом;12,1;12,1;27,5;27,5;2216;27,3;1,009300683
39;Прочие;2022;внутрироссийское;в целом;96,7;96,7;164,6;164,6;2234;149,5;1,100725561
40;Уголь каменный;2023;внутрироссийское;в целом;157,9;157,9;179,1;179,1;1134;179,1;1,000025782
41;Кокс каменноугольный;2023;внутрироссийское;в целом;7,7;7,7;21,1;21,1;2744;18,5;1,143481837
42;Нефть и нефтепродукты;2023;внутрироссийское;в целом;130,0;130,0;216,6;216,6;1650;211,1;1,026078462
43;Руды металлические;2023;внутрироссийское;в целом;112,9;112,9;115,7;115,7;1020;115,9;0,997781036
44;Черные металлы;2023;внутрироссийское;в целом;39,4;39,4;73,7;73,7;1410;65,9;1,118629686
45;Лесные грузы;2023;внутрироссийское;в целом;23,6;23,6;21,7;21,7;900;17,0;1,279043512
46;Минерально-строительные материалы;2023;внутрироссийское;в целом;195,0;195,0;216,4;216,4;1000;186,9;1,158312529
47;Химические и минеральные удобрения;2023;внутрироссийское;в целом;30,4;30,4;58,5;58,5;1900;45,8;1,276568017
48;Зерно и продукты перемола;2023;внутрироссийское;в целом;12,7;12,7;27,1;27,1;2100;27,3;0,992242328
49;Прочие;2023;внутрироссийское;в целом;96,9;96,9;174,4;174,4;2240;149,5;1,166021112
50;Уголь каменный;2024;внутрироссийское;в целом;156,5;156,5;177,5;177,5;1134;179,1;0,990930396
51;Кокс каменноугольный;2024;внутрироссийское;в целом;7,7;7,7;21,1;21,1;2744;18,5;1,143481837
52;Нефть и нефтепродукты;2024;внутрироссийское;в целом;130,7;130,7;217,9;217,9;1650;211,1;1,032241325
53;Руды металлические;2024;внутрироссийское;в целом;114,3;114,3;117,1;117,1;1020;115,9;1,009937918
54;Черные металлы;2024;внутрироссийское;в целом;39,5;39,5;74,2;74,2;1415;65,9;1,127071573
55;Лесные грузы;2024;внутрироссийское;в целом;23,8;23,8;22,1;22,1;910;17,0;1,303272802
56;Минерально-строительные материалы;2024;внутрироссийское;в целом;196,0;196,0;216,4;216,4;995;186,9;1,158271814
57;Химические и минеральные удобрения;2024;внутрироссийское;в целом;31,3;31,3;60,2;60,2;1900;45,8;1,312950227
58;Зерно и продукты перемола;2024;внутрироссийское;в целом;13,5;13,5;28,8;28,8;2100;27,3;1,056352443
59;Прочие;2024;внутрироссийское;в целом;97,7;97,7;175,3;175,3;2250;149,5;1,172201882
60;Уголь каменный;2025;внутрироссийское;в целом;156,5;156,5;177,6;177,6;1134;179,1;0,991246943
61;Кокс каменноугольный;2025;внутрироссийское;в целом;7,7;7,7;21,1;21,1;2744;18,5;1,143481837
62;Нефть и нефтепродукты;2025;внутрироссийское;в целом;133,6;133,6;223,3;223,3;1650;211,1;1,05754689
63;Руды металлические;2025;внутрироссийское;в целом;116,0;116,0;118,8;118,8;1020;115,9;1,025071515
64;Черные металлы;2025;внутрироссийское;в целом;39,8;39,8;75,1;75,1;1420;65,9;1,140801391
65;Лесные грузы;2025;внутрироссийское;в целом;24,4;24,4;22,9;22,9;920;17,0;1,351550027
66;Минерально-строительные материалы;2025;внутрироссийское;в целом;202,0;202,0;220,3;220,3;985;186,9;1,178733353
67;Химические и минеральные удобрения;2025;внутрироссийское;в целом;32,1;32,1;61,8;61,8;1900;45,8;1,348187309
68;Зерно и продукты перемола;2025;внутрироссийское;в целом;14,0;14,0;29,9;29,9;2100;27,3;1,095598307
69;Прочие;2025;внутрироссийское;в целом;99,2;99,2;176,5;176,5;2255;149,5;1,180292802
70;Уголь каменный;2026;внутрироссийское;в целом;156,5;156,5;177,9;177,9;1136;179,1;0,993000756
71;Кокс каменноугольный;2026;внутрироссийское;в целом;7,8;7,8;21,4;21,4;2744;18,5;1,160411309
72;Нефть и нефтепродукты;2026;внутрироссийское;в целом;136,0;136,0;226,7;226,7;1650;211,1;1,073513598
73;Руды металлические;2026;внутрироссийское;в целом;123,3;123,3;125,7;125,7;1014;115,9;1,084120903
74;Черные металлы;2026;внутрироссийское;в целом;47,9;47,9;86,9;86,9;1434;65,9;1,31972581
75;Лесные грузы;2026;внутрироссийское;в целом;25,0;25,0;23,6;23,6;925;17,0;1,390908555
76;Минерально-строительные материалы;2026;внутрироссийское;в целом;212,2;212,2;231,0;231,0;987;186,9;1,236451628
77;Химические и минеральные удобрения;2026;внутрироссийское;в целом;34,9;34,9;67,1;67,1;1889;45,8;1,464988654
78;Зерно и продукты перемола;2026;внутрироссийское;в целом;14,4;14,4;30,9;30,9;2105;27,3;1,131375328
79;Прочие;2026;внутрироссийское;в целом;100,9;100,9;179,5;179,5;2260;149,5;1,200528842
80;Уголь каменный;2027;внутрироссийское;в целом;156,5;156,5;178,2;178,2;1138;179,1;0,994754598
81;Кокс каменноугольный;2027;внутрироссийское;в целом;7,9;7,9;21,8;21,8;2744;18,5;1,177489284
82;Нефть и нефтепродукты;2027;внутрироссийское;в целом;138,3;138,3;232,2;232,2;1650;211,1;1,099905439
83;Руды металлические;2027;внутрироссийское;в целом;125,0;125,0;126,8;126,8;1009;115,9;1,093704522
84;Черные металлы;2027;внутрироссийское;в целом;48,4;48,4;88,0;88,0;1437;65,9;1,335600231
85;Лесные грузы;2027;внутрироссийское;в целом;25,5;25,5;24,2;24,2;930;17,0;1,4285844
86;Минерально-строительные материалы;2027;внутрироссийское;в целом;218,2;218,2;237,8;237,8;990;186,9;1,272646133
87;Химические и минеральные удобрения;2027;внутрироссийское;в целом;35,7;35,7;68,4;68,4;1884;45,8;1,492848334
88;Зерно и продукты перемола;2027;внутрироссийское;в целом;14,8;14,8;31,8;31,8;2110;27,3;1,164912989
89;Прочие;2027;внутрироссийское;в целом;102,8;102,8;180,7;180,7;2265;149,5;1,208180248
90;Уголь каменный;2028;внутрироссийское;в целом;156,5;156,5;178,5;178,5;1140;179,1;0,996508457
91;Кокс каменноугольный;2028;внутрироссийское;в целом;8,0;8,0;22,1;22,1;2744;18,5;1,194864268
92;Нефть и нефтепродукты;2028;внутрироссийское;в целом;140,6;140,6;236,5;236,5;1650;211,1;1,120279775
93;Руды металлические;2028;внутрироссийское;в целом;126,7;126,7;127,9;127,9;1004;115,9;1,103044929
94;Черные металлы;2028;внутрироссийское;в целом;48,9;48,9;89,0;89,0;1440;65,9;1,351332675
95;Лесные грузы;2028;внутрироссийское;в целом;26,0;26,0;24,8;24,8;935;17,0;1,464379459
96;Минерально-строительные материалы;2028;внутрироссийское;в целом;224,2;224,2;244,6;244,6;993;186,9;1,308830089
97;Химические и минеральные удобрения;2028;внутрироссийское;в целом;36,3;36,3;69,6;69,6;1879;45,8;1,518448543
98;Зерно и продукты перемола;2028;внутрироссийское;в целом;15,2;15,2;32,7;32,7;2115;27,3;1,197124352
99;Прочие;2028;внутрироссийское;в целом;105,0;105,0;184,0;184,0;2270;149,5;1,230153346
100;Уголь каменный;2029;внутрироссийское;в целом;156,5;156,5;178,8;178,8;1142;179,1;0,998262343
101;Кокс каменноугольный;2029;внутрироссийское;в целом;8,2;8,2;22,4;22,4;2744;18,5;1,212387756
102;Нефть и нефтепродукты;2029;внутрироссийское;в целом;142,8;142,8;240,7;240,7;1650;211,1;1,14006799
103;Руды металлические;2029;внутрироссийское;в целом;128,4;128,4;128,9;128,9;999;115,9;1,112126303
104;Черные металлы;2029;внутрироссийское;в целом;49,5;49,5;90,0;90,0;1443;65,9;1,366921883
105;Лесные грузы;2029;внутрироссийское;в целом;26,4;26,4;25,4;25,4;940;17,0;1,499533046
106;Минерально-строительные материалы;2029;внутрироссийское;в целом;230,1;230,1;251,3;251,3;996;186,9;1,344927028
107;Химические и минеральные удобрения;2029;внутрироссийское;в целом;36,9;36,9;70,7;70,7;1874;45,8;1,541642375
108;Зерно и продукты перемола;2029;внутрироссийское;в целом;15,5;15,5;33,5;33,5;2120;27,3;1,22784353
109;Прочие;2029;внутрироссийское;в целом;107,3;107,3;187,6;187,6;2275;149,5;1,254493527
110;Уголь каменный;2030;внутрироссийское;в целом;156,5;156,5;179,1;179,1;1144;179,1;1,000016246
111;Кокс каменноугольный;2030;внутрироссийское;в целом;8,3;8,3;22,7;22,7;2744;18,5;1,230208252
112;Нефть и нефтепродукты;2030;внутрироссийское;в целом;144,9;144,9;244,8;244,8;1650;211,1;1,15923101
113;Руды металлические;2030;внутрироссийское;в целом;130,0;130,0;129,9;129,9;994;115,9;1,120941761
114;Черные металлы;2030;внутрироссийское;в целом;50,0;50,0;91,0;91,0;1446;65,9;1,3823447
115;Лесные грузы;2030;внутрироссийское;в целом;26,9;26,9;26,0;26,0;945;17,0;1,533974412
116;Минерально-строительные материалы;2030;внутрироссийское;в целом;236,0;236,0;258,0;258,0;999;186,9;1,380870253
117;Химические и минеральные удобрения;2030;внутрироссийское;в целом;37,5;37,5;71,7;71,7;1869;45,8;1,563712112
118;Зерно и продукты перемола;2030;внутрироссийское;в целом;15,9;15,9;34,3;34,3;2125;27,3;1,256903314
119;Прочие;2030;внутрироссийское;в целом;109,7;109,7;191,5;191,5;2280;149,5;1,280361995
120;Уголь каменный;2031;внутрироссийское;в целом;156,5;156,5;179,4;179,4;1146;179,1;1,001770177
121;Кокс каменноугольный;2031;внутрироссийское;в целом;8,4;8,4;23,1;23,1;2744;18,5;1,248325757
122;Нефть и нефтепродукты;2031;внутрироссийское;в целом;147,0;147,0;248,7;248,7;1650;211,1;1,177729759
123;Руды металлические;2031;внутрироссийское;в целом;131,7;131,7;130,9;130,9;989;115,9;1,129484574
124;Черные металлы;2031;внутрироссийское;в целом;50,5;50,5;91,9;91,9;1446;65,9;1,394683844
125;Лесные грузы;2031;внутрироссийское;в целом;27,3;27,3;26,5;26,5;947;17,0;1,56268121
126;Минерально-строительные материалы;2031;внутрироссийское;в целом;241,8;241,8;264,4;264,4;1001;186,9;1,415167385
127;Химические и минеральные удобрения;2031;внутрироссийское;в целом;38,1;38,1;72,6;72,6;1864;45,8;1,584624916
128;Зерно и продукты перемола;2031;внутрироссийское;в целом;16,2;16,2;35,0;35,0;2130;27,3;1,284134887
129;Прочие;2031;внутрироссийское;в целом;112,2;112,2;195,6;195,6;2285;149,5;1,307829314
130;Уголь каменный;2032;внутрироссийское;в целом;156,5;156,5;179,8;179,8;1148;179,1;1,003524125
131;Кокс каменноугольный;2032;внутрироссийское;в целом;8,5;8,5;23,4;23,4;2744;18,5;1,266740269
132;Нефть и нефтепродукты;2032;внутрироссийское;в целом;148,9;148,9;252,5;252,5;1650;211,1;1,195759612
133;Руды металлические;2032;внутрироссийское;в целом;133,3;133,3;131,9;131,9;984;115,9;1,137748187
134;Черные металлы;2032;внутрироссийское;в целом;51,0;51,0;92,7;92,7;1446;65,9;1,406781531
135;Лесные грузы;2032;внутрироссийское;в целом;27,7;27,7;27,0;27,0;949;17,0;1,590376511
136;Минерально-строительные материалы;2032;внутрироссийское;в целом;247,5;247,5;270,8;270,8;1003;186,9;1,449091526
137;Химические и минеральные удобрения;2032;внутрироссийское;в целом;38,6;38,6;73,5;73,5;1859;45,8;1,60430787
138;Зерно и продукты перемола;2032;внутрироссийское;в целом;16,4;16,4;35,8;35,8;2135;27,3;1,310698107
139;Прочие;2032;внутрироссийское;в целом;114,8;114,8;199,9;199,9;2290;149,5;1,336951243
140;Уголь каменный;2033;внутрироссийское;в целом;156,5;156,5;180,1;180,1;1150;179,1;1,0052781
141;Кокс каменноугольный;2033;внутрироссийское;в целом;8,7;8,7;23,7;23,7;2744;18,5;1,285303286
142;Нефть и нефтепродукты;2033;внутрироссийское;в целом;150,8;150,8;256,2;256,2;1650;211,1;1,213297124
143;Руды металлические;2033;внутрироссийское;в целом;134,9;134,9;132,8;132,8;979;115,9;1,145726243
144;Черные металлы;2033;внутрироссийское;в целом;51,5;51,5;93,4;93,4;1446;65,9;1,41861798
145;Лесные грузы;2033;внутрироссийское;в целом;28,1;28,1;27,4;27,4;951;17,0;1,6169411
146;Минерально-строительные материалы;2033;внутрироссийское;в целом;253,1;253,1;277,0;277,0;1005;186,9;1,482564413
147;Химические и минеральные удобрения;2033;внутрироссийское;в целом;39,2;39,2;74,4;74,4;1854;45,8;1,623295703
148;Зерно и продукты перемола;2033;внутрироссийское;в целом;16,7;16,7;36,5;36,5;2140;27,3;1,336508987
149;Прочие;2033;внутрироссийское;в целом;117,5;117,5;204,5;204,5;2295;149,5;1,367828472
150;Уголь каменный;2034;внутрироссийское;в целом;156,5;156,5;180,4;180,4;1152;179,1;1,007032093
151;Кокс каменноугольный;2034;внутрироссийское;в целом;8,8;8,8;24,1;24,1;2744;18,5;1,304163311
152;Нефть и нефтепродукты;2034;внутрироссийское;в целом;152,7;152,7;259,8;259,8;1650;211,1;1,23031885
153;Руды металлические;2034;внутрироссийское;в целом;136,5;136,5;133,7;133,7;974;115,9;1,153404119
154;Черные металлы;2034;внутрироссийское;в целом;52,0;52,0;94,2;94,2;1446;65,9;1,430186615
155;Лесные грузы;2034;внутрироссийское;в целом;28,5;28,5;27,9;27,9;953;17,0;1,642311008
156;Минерально-строительные материалы;2034;внутрироссийское;в целом;258,6;258,6;283,2;283,2;1007;186,9;1,515512575
157;Химические и минеральные удобрения;2034;внутрироссийское;в целом;39,7;39,7;75,2;75,2;1849;45,8;1,641593
158;Зерно и продукты перемола;2034;внутрироссийское;в целом;17,0;17,0;37,2;37,2;2145;27,3;1,361482951
159;Прочие;2034;внутрироссийское;в целом;120,3;120,3;209,4;209,4;2300;149,5;1,400537857
160;Уголь каменный;2035;внутрироссийское;в целом;156,5;156,5;180,7;180,7;1154;179,1;1,008786113
161;Кокс каменноугольный;2035;внутрироссийское;в целом;8,9;8,9;24,5;24,5;2744;18,5;1,323320345
162;Нефть и нефтепродукты;2035;внутрироссийское;в целом;154,4;154,4;263,2;263,2;1650;211,1;1,246801344
163;Руды металлические;2035;внутрироссийское;в целом;138,1;138,1;134,6;134,6;969;115,9;1,160784283
164;Черные металлы;2035;внутрироссийское;в целом;52,4;52,4;94,9;94,9;1446;65,9;1,441472071
165;Лесные грузы;2035;внутрироссийское;в целом;28,8;28,8;28,3;28,3;955;17,0;1,666478097
166;Минерально-строительные материалы;2035;внутрироссийское;в целом;263,9;263,9;289,2;289,2;1009;186,9;1,547856587
167;Химические и минеральные удобрения;2035;внутрироссийское;в целом;40,2;40,2;76,0;76,0;1844;45,8;1,659123895
168;Зерно и продукты перемола;2035;внутрироссийское;в целом;17,2;17,2;37,8;37,8;2150;27,3;1,385534546
169;Прочие;2035;внутрироссийское;в целом;123,2;123,2;214,6;214,6;2305;149,5;1,435147588
170;Уголь каменный;2019;экспорт;в целом;208,3;208,3;939,8;939,8;4514;939,8;1
171;Кокс каменноугольный;2019;экспорт;в целом;3,6;3,6;7,3;7,3;1954;7,3;1
172;Нефть и нефтепродукты;2019;экспорт;в целом;98,1;98,1;168,9;168,9;1717;168,9;1
173;Руды металлические;2019;экспорт;в целом;23,3;23,3;21,5;21,5;932;21,5;1
174;Черные металлы;2019;экспорт;в целом;28,9;28,9;71,2;71,2;2298;71,2;1
175;Лесные грузы;2019;экспорт;в целом;22,7;22,7;57,4;57,4;1950;57,4;1
176;Минерально-строительные материалы;2019;экспорт;в целом;4,2;4,2;6,4;6,4;1416;6,4;1
177;Химические и минеральные удобрения;2019;экспорт;в целом;35,7;35,7;51,8;51,8;1412;51,8;1
178;Зерно и продукты перемола;2019;экспорт;в целом;12,4;12,4;17,5;17,5;1390;17,5;1
179;Прочие;2019;экспорт;в целом;41,1;41,1;66,7;66,7;2088;66,7;1
180;Уголь каменный;2020;экспорт;в целом;199,6;199,6;912,3;912,3;4552;939,8;0,970760328
181;Кокс каменноугольный;2020;экспорт;в целом;3,8;3,8;6,4;6,4;1701;7,3;0,881293547
182;Нефть и нефтепродукты;2020;экспорт;в целом;91,0;91,0;158,0;158,0;1728;168,9;0,935175136
183;Руды металлические;2020;экспорт;в целом;28,8;28,8;28,1;28,1;950;21,5;1,302449031
184;Черные металлы;2020;экспорт;в целом;28,4;28,4;77,7;77,7;2515;71,2;1,091236633
185;Лесные грузы;2020;экспорт;в целом;20,0;20,0;54,9;54,9;2006;57,4;0,954845485
186;Минерально-строительные материалы;2020;экспорт;в целом;4,7;4,7;6,5;6,5;1324;6,4;1,016241316
187;Химические и минеральные удобрения;2020;экспорт;в целом;36,3;36,3;58,0;58,0;1565;51,8;1,120331213
188;Зерно и продукты перемола;2020;экспорт;в целом;17,2;17,2;24,3;24,3;1418;17,5;1,391087301
189;Прочие;2020;экспорт;в целом;44,0;44,0;75,3;75,3;2245;66,7;1,128146283
190;Уголь каменный;2021;экспорт;в целом;215,1;215,1;939,8;939,8;4395;939,8;0,999928216
191;Кокс каменноугольный;2021;экспорт;в целом;4,1;4,1;6,8;6,8;1655;7,3;0,929452243
192;Нефть и нефтепродукты;2021;экспорт;в целом;91,4;91,4;144,9;144,9;1589;168,9;0,857517259
193;Руды металлические;2021;экспорт;в целом;27,5;27,5;23,2;23,2;826;21,5;1,078682086
194;Черные металлы;2021;экспорт;в целом;29,6;29,6;76,9;76,9;2358;71,2;1,080726907
195;Лесные грузы;2021;экспорт;в целом;19,3;19,3;57,6;57,6;2114;57,4;1,002010184
196;Минерально-строительные материалы;2021;экспорт;в целом;4,9;4,9;7,4;7,4;1425;6,4;1,158668731
197;Химические и минеральные удобрения;2021;экспорт;в целом;38,7;38,7;60,3;60,3;1519;51,8;1,165034339
198;Зерно и продукты перемола;2021;экспорт;в целом;14,6;14,6;20,4;20,4;1333;17,5;1,168714527
199;Прочие;2021;экспорт;в целом;44,7;44,7;72,8;72,8;2333;66,7;1,091461554
200;Уголь каменный;2022;экспорт;в целом;197,1;197,1;857,9;857,9;4355;939,8;0,912837283
201;Кокс каменноугольный;2022;экспорт;в целом;2,7;2,7;5,4;5,4;1981;7,3;0,748709056
202;Нефть и нефтепродукты;2022;экспорт;в целом;86,9;86,9;146,1;146,1;1673;168,9;0,864957906
203;Руды металлические;2022;экспорт;в целом;18,3;18,3;21,2;21,2;1121;21,5;0,982661151
204;Черные металлы;2022;экспорт;в целом;23,9;23,9;67,3;67,3;2530;71,2;0,945656287
205;Лесные грузы;2022;экспорт;в целом;9,9;9,9;48,5;48,5;2781;57,4;0,845091495
206;Минерально-строительные материалы;2022;экспорт;в целом;4,3;4,3;6,6;6,6;1411;6,4;1,040003772
207;Химические и минеральные удобрения;2022;экспорт;в целом;29,7;29,7;46,6;46,6;1496;51,8;0,899001506
208;Зерно и продукты перемола;2022;экспорт;в целом;14,7;14,7;17,8;17,8;1192;17,5;1,016791147
209;Прочие;2022;экспорт;в целом;41,5;41,5;84,2;84,2;2909;66,7;1,261631845
210;Уголь каменный;2023;экспорт;в целом;163,0;163,0;740,7;740,7;4512;939,8;0,788123278
211;Кокс каменноугольный;2023;экспорт;в целом;2,5;2,5;3,9;3,9;1569;7,3;0,53826452
212;Нефть и нефтепродукты;2023;экспорт;в целом;81,4;81,4;132,6;132,6;1625;168,9;0,784928274
213;Руды металлические;2023;экспорт;в целом;21,0;21,0;24,8;24,8;1142;21,5;1,152913115
214;Черные металлы;2023;экспорт;в целом;25,8;25,8;94,7;94,7;3272;71,2;1,33152625
215;Лесные грузы;2023;экспорт;в целом;11,9;11,9;46,2;46,2;2533;57,4;0,804022905
